,user_id,click_article_id,candidate_article_id,session_size,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_referrer_type,time_diff,clicked
48,114706,159847,156963,2,2017-10-04 09:44:56.012,4,3,20,10,2,124.012,1
49,132315,199197,199198,2,2017-10-03 15:47:23.366,4,1,17,1,2,100.366,1
50,132315,199197,198610,2,2017-10-03 15:47:23.366,4,1,17,1,2,100.366,1
51,68295,160974,156560,3,2017-10-02 14:54:42.048,4,1,17,1,2,137.048,1
52,68295,160974,161100,3,2017-10-02 14:54:42.048,4,1,17,1,2,137.048,1
53,1423,272660,273464,2,2017-10-02 02:24:42.677,4,3,2,1,1,210.677,1
54,76942,314356,313602,2,2017-10-04 15:35:12.336,4,1,17,1,2,85.336,1
55,61541,156808,156624,3,2017-10-02 13:32:52.786,4,3,20,1,2,248.786,1
56,61541,156808,161100,3,2017-10-02 13:32:52.786,4,3,20,1,2,248.786,1
57,61541,156808,158536,3,2017-10-02 13:32:52.786,4,3,20,1,2,248.786,1
58,61017,206168,207035,3,2017-10-03 17:57:31.496,4,3,2,1,2,82.496,1
59,39909,207731,206808,3,2017-10-02 22:35:27.455,4,3,2,1,1,282.455,1
60,39909,207731,209217,3,2017-10-02 22:35:27.455,4,3,2,1,1,282.455,1
61,39909,207731,206661,3,2017-10-02 22:35:27.455,4,3,2,1,1,282.455,1
62,39909,207731,207035,3,2017-10-02 22:35:27.455,4,3,2,1,1,282.455,1
63,87774,158536,157541,2,2017-10-02 19:09:58.866,4,1,12,1,1,94.866,1
64,87774,158536,162338,2,2017-10-02 19:09:58.866,4,1,12,1,1,94.866,1
65,87774,158536,160132,2,2017-10-02 19:09:58.866,4,1,12,1,1,94.866,1
66,133670,42693,42656,3,2017-10-03 16:20:15.617,4,1,17,1,1,260.617,1
67,89200,160974,156560,3,2017-10-02 19:33:36.609,4,1,17,1,1,228.609,1
68,89200,160974,161100,3,2017-10-02 19:33:36.609,4,1,17,1,1,228.609,1
69,41667,159581,157077,3,2017-10-02 05:43:07.568,4,1,12,9,1,228.568,1
70,73974,160974,156560,3,2017-10-02 16:00:42.440,4,1,17,1,2,287.44,1
71,73974,160974,161100,3,2017-10-02 16:00:42.440,4,1,17,1,2,287.44,1
72,50925,300356,298639,2,2017-10-03 15:59:16.156,4,1,17,1,2,85.156,1
73,38111,62445,62438,2,2017-10-03 00:12:17.145,4,1,17,1,1,142.145,1
74,22187,284463,284847,2,2017-10-01 20:06:04.018,4,3,2,1,2,126.018,1
75,30259,199197,199198,4,2017-10-03 18:39:28.619,4,1,17,1,1,156.619,1
76,30259,199197,198610,4,2017-10-03 18:39:28.619,4,1,17,1,1,156.619,1
77,174591,157702,157730,4,2017-10-05 01:34:32.297,4,3,20,1,1,218.297,1
78,102393,118753,118618,2,2017-10-02 22:24:41.062,4,3,2,1,2,133.062,1
79,72020,160417,166338,2,2017-10-02 15:35:38.562,4,1,17,1,1,171.562,1
80,72020,160417,156963,2,2017-10-02 15:35:38.562,4,1,17,1,1,171.562,1
81,72020,160417,162765,2,2017-10-02 15:35:38.562,4,1,17,1,1,171.562,1
82,13732,284463,284847,2,2017-10-01 15:40:22.989,4,3,2,1,2,99.989,1
83,87949,284622,285023,3,2017-10-02 19:14:23.730,4,1,17,1,1,173.73,1
84,72238,285422,285343,4,2017-10-04 15:45:49.894,4,1,17,1,1,219.894,1
85,72238,285422,107128,4,2017-10-04 15:45:49.894,4,1,17,1,1,219.894,1
86,72333,272660,273464,3,2017-10-02 15:39:35.698,4,1,17,1,2,162.698,1
87,79799,300470,298639,4,2017-10-02 17:09:52.336,4,1,17,1,2,261.336,1
88,79799,300470,300076,4,2017-10-02 17:09:52.336,4,1,17,1,2,261.336,1
89,52630,162655,160974,5,2017-10-03 11:42:54.624,4,1,17,1,1,148.624,1
90,52630,162655,162338,5,2017-10-03 11:42:54.624,4,1,17,1,1,148.624,1
91,52630,162655,158082,5,2017-10-03 11:42:54.624,4,1,17,1,1,148.624,1
92,52630,162655,161858,5,2017-10-03 11:42:54.624,4,1,17,1,1,148.624,1
93,137128,284547,285342,2,2017-10-03 17:29:37.927,4,1,17,1,2,102.927,1
94,137128,284547,285435,2,2017-10-03 17:29:37.927,4,1,17,1,2,102.927,1
95,137128,284547,286161,2,2017-10-03 17:29:37.927,4,1,17,1,2,102.927,1
96,88577,284547,285342,8,2017-10-03 16:19:06.723,4,1,17,1,2,205.723,1
97,88577,284547,285435,8,2017-10-03 16:19:06.723,4,1,17,1,2,205.723,1
98,88577,284547,286161,8,2017-10-03 16:19:06.723,4,1,17,1,2,205.723,1
99,13133,284463,284847,2,2017-10-01 15:23:18.346,4,3,2,1,2,89.346,1
100,24250,166283,166284,3,2017-10-04 02:39:42.021,4,1,17,1,2,123.021,1
101,24250,166283,160974,3,2017-10-04 02:39:42.021,4,1,17,1,2,123.021,1
102,7436,64329,160132,3,2017-10-02 23:26:21.740,4,3,20,1,2,219.74,1
103,56452,199198,198610,4,2017-10-02 17:03:06.475,4,1,17,1,2,172.475,1
104,56452,199198,199197,4,2017-10-02 17:03:06.475,4,1,17,1,2,172.475,1
105,56452,199198,198822,4,2017-10-02 17:03:06.475,4,1,17,1,2,172.475,1
106,102881,156447,158229,2,2017-10-02 22:30:25.752,4,1,17,1,2,95.752,1
107,102881,156447,159762,2,2017-10-02 22:30:25.752,4,1,17,1,2,95.752,1
108,102881,156447,156624,2,2017-10-02 22:30:25.752,4,1,17,1,2,95.752,1
109,12663,96663,118683,5,2017-10-01 15:09:55.463,4,1,17,1,1,81.463,1
110,128984,64329,160132,2,2017-10-03 14:25:41.268,4,1,17,1,2,93.268,1
111,18012,156560,160974,2,2017-10-03 20:43:32.931,4,3,2,1,2,233.931,1
112,18012,156560,162765,2,2017-10-03 20:43:32.931,4,3,2,1,2,233.931,1
113,18012,156560,161100,2,2017-10-03 20:43:32.931,4,3,2,1,2,233.931,1
114,72991,272660,273464,3,2017-10-02 15:46:26.704,4,1,17,1,1,83.704,1
115,16667,284463,284847,4,2017-10-01 17:16:14.192,4,1,17,1,2,86.192,1
116,93208,42693,42656,3,2017-10-03 16:43:49.252,4,1,17,1,1,84.252,1
117,21757,160974,156560,3,2017-10-02 15:09:58.034,4,1,17,1,2,88.034,1
118,21757,160974,161100,3,2017-10-02 15:09:58.034,4,1,17,1,2,88.034,1
119,43016,285435,284452,4,2017-10-04 08:51:15.229,4,3,20,1,2,134.229,1
120,43016,285435,284474,4,2017-10-04 08:51:15.229,4,3,20,1,2,134.229,1
121,43016,285435,284547,4,2017-10-04 08:51:15.229,4,3,20,1,2,134.229,1
122,3030,207129,207122,4,2017-10-01 09:40:13.550,4,3,2,1,1,113.55,1
123,80805,300470,298639,2,2017-10-02 17:21:13.773,4,1,17,1,2,107.773,1
124,80805,300470,300076,2,2017-10-02 17:21:13.773,4,1,17,1,2,107.773,1
125,97826,42883,42873,2,2017-10-04 12:24:24.700,4,1,12,1,1,140.7,1
126,66654,96077,96029,4,2017-10-03 11:55:22.432,4,1,17,1,1,108.432,1
127,87970,286161,284547,4,2017-10-03 18:40:54.085,4,1,17,1,1,106.085,1
128,118667,156624,158536,3,2017-10-03 08:55:07.596,4,3,2,3,2,79.596,1
129,118667,156624,156447,3,2017-10-03 08:55:07.596,4,3,2,3,2,79.596,1
130,118667,156624,159762,3,2017-10-03 08:55:07.596,4,3,2,3,2,79.596,1
131,90163,162655,160974,4,2017-10-02 19:43:43.748,4,1,12,1,1,88.748,1
132,90163,162655,162338,4,2017-10-02 19:43:43.748,4,1,12,1,1,88.748,1
133,90163,162655,158082,4,2017-10-02 19:43:43.748,4,1,12,1,1,88.748,1
134,90163,162655,161858,4,2017-10-02 19:43:43.748,4,1,12,1,1,88.748,1
135,115748,199198,198610,3,2017-10-03 02:59:26.357,2,3,20,1,2,138.357,1
136,115748,199198,199197,3,2017-10-03 02:59:26.357,2,3,20,1,2,138.357,1
137,115748,199198,198822,3,2017-10-03 02:59:26.357,2,3,20,1,2,138.357,1
138,105284,300473,300472,2,2017-10-02 23:06:50.114,4,4,20,1,1,127.114,1
139,105284,300473,300128,2,2017-10-02 23:06:50.114,4,4,20,1,1,127.114,1
140,113834,64329,160132,3,2017-10-03 01:54:40.766,4,3,2,1,7,131.766,1
141,73306,284622,285023,4,2017-10-02 15:50:07.064,4,1,17,1,2,88.064,1
142,110469,162655,160974,3,2017-10-03 00:45:48.500,4,1,17,1,2,209.5,1
143,110469,162655,162338,3,2017-10-03 00:45:48.500,4,1,17,1,2,209.5,1
144,110469,162655,158082,3,2017-10-03 00:45:48.500,4,1,17,1,2,209.5,1
145,110469,162655,161858,3,2017-10-03 00:45:48.500,4,1,17,1,2,209.5,1
146,23472,199198,198610,2,2017-10-03 12:41:40.870,4,3,20,11,2,259.87,1
147,23472,199198,199197,2,2017-10-03 12:41:40.870,4,3,20,11,2,259.87,1
148,23472,199198,198822,2,2017-10-03 12:41:40.870,4,3,20,11,2,259.87,1
149,84764,285648,285343,4,2017-10-03 21:47:38.164,4,1,17,1,5,109.164,1
150,84764,285648,284382,4,2017-10-03 21:47:38.164,4,1,17,1,5,109.164,1
151,20227,202493,202676,4,2017-10-04 21:52:28.934,4,1,17,1,1,228.934,1
152,13155,284463,284847,4,2017-10-01 15:24:59.881,4,1,17,1,2,149.881,1
153,10704,199198,198610,2,2017-10-02 23:17:03.607,4,3,2,1,2,129.607,1
154,10704,199198,199197,2,2017-10-02 23:17:03.607,4,3,2,1,2,129.607,1
155,10704,199198,198822,2,2017-10-02 23:17:03.607,4,3,2,1,2,129.607,1
156,152036,285435,284452,2,2017-10-04 09:45:11.997,4,3,2,1,2,78.997,1
157,152036,285435,284474,2,2017-10-04 09:45:11.997,4,3,2,1,2,78.997,1
158,152036,285435,284547,2,2017-10-04 09:45:11.997,4,3,2,1,2,78.997,1
159,29353,198659,199406,3,2017-10-02 23:46:03.234,4,1,17,1,2,269.234,1
160,29353,198659,199078,3,2017-10-02 23:46:03.234,4,1,17,1,2,269.234,1
161,19798,157702,157730,4,2017-10-05 00:11:12.505,4,3,2,1,1,201.505,1
162,55490,272660,273464,2,2017-10-02 12:19:18.861,4,1,17,1,2,272.861,1
163,13515,300470,298639,3,2017-10-02 15:39:18.149,4,3,20,1,2,193.149,1
164,13515,300470,300076,3,2017-10-02 15:39:18.149,4,3,20,1,2,193.149,1
165,74344,206168,207035,9,2017-10-03 17:48:03.949,4,1,17,1,1,147.949,1
166,161790,159762,162338,2,2017-10-04 16:13:49.360,4,3,2,1,1,188.36,1
167,161790,159762,158536,2,2017-10-04 16:13:49.360,4,3,2,1,1,188.36,1
168,60380,160132,161100,3,2017-10-04 13:21:06.823,4,1,17,1,2,288.823,1
169,60380,160132,158536,3,2017-10-04 13:21:06.823,4,1,17,1,2,288.823,1
170,60380,160132,160131,3,2017-10-04 13:21:06.823,4,1,17,1,2,288.823,1
171,22983,313431,313006,7,2017-10-03 18:34:21.207,4,1,17,1,2,167.207,1
172,53000,160974,156560,2,2017-10-02 11:52:18.960,4,1,17,1,2,172.96,1
173,53000,160974,161100,2,2017-10-02 11:52:18.960,4,1,17,1,2,172.96,1
174,153429,285904,283041,2,2017-10-04 11:02:42.497,4,3,20,1,1,275.497,1
175,56070,42883,42873,4,2017-10-04 13:51:35.432,4,1,17,1,2,86.432,1
176,71173,162300,162296,2,2017-10-02 15:23:23.880,4,1,17,1,2,81.88,1
177,36898,272660,273464,2,2017-10-02 01:30:06.877,4,3,2,11,2,84.877,1
178,74496,161858,156622,3,2017-10-02 16:03:45.485,4,1,17,1,1,121.485,1
179,74496,161858,160715,3,2017-10-02 16:03:45.485,4,1,17,1,1,121.485,1
180,74496,161858,162655,3,2017-10-02 16:03:45.485,4,1,17,1,1,121.485,1
181,50849,235132,236478,5,2017-10-02 11:32:21.652,4,1,17,1,2,137.652,1
182,109044,199197,199198,2,2017-10-04 02:45:28.078,4,3,2,1,2,193.078,1
183,109044,199197,198610,2,2017-10-04 02:45:28.078,4,3,2,1,2,193.078,1
184,109489,284547,285342,2,2017-10-03 18:33:19.497,4,3,2,1,2,89.497,1
185,109489,284547,285435,2,2017-10-03 18:33:19.497,4,3,2,1,2,89.497,1
186,109489,284547,286161,2,2017-10-03 18:33:19.497,4,3,2,1,2,89.497,1
187,168825,156654,156963,2,2017-10-04 20:40:43.429,4,3,20,1,7,179.429,1
188,168825,156654,159847,2,2017-10-04 20:40:43.429,4,3,20,1,7,179.429,1
189,168825,156654,162147,2,2017-10-04 20:40:43.429,4,3,20,1,7,179.429,1
190,23727,96663,118683,2,2017-10-01 23:38:25.469,4,1,17,1,2,86.469,1
191,46993,285435,284452,4,2017-10-04 10:53:49.063,4,1,17,1,1,92.063,1
192,46993,285435,284474,4,2017-10-04 10:53:49.063,4,1,17,1,1,92.063,1
193,46993,285435,284547,4,2017-10-04 10:53:49.063,4,1,17,1,1,92.063,1
194,89185,156560,160974,2,2017-10-03 14:55:47.291,4,4,20,1,7,126.291,1
195,89185,156560,162765,2,2017-10-03 14:55:47.291,4,4,20,1,7,126.291,1
196,89185,156560,161100,2,2017-10-03 14:55:47.291,4,4,20,1,7,126.291,1
197,109980,162655,160974,2,2017-10-03 00:37:33.397,4,3,2,1,2,281.397,1
198,109980,162655,162338,2,2017-10-03 00:37:33.397,4,3,2,1,2,281.397,1
199,109980,162655,158082,2,2017-10-03 00:37:33.397,4,3,2,1,2,281.397,1
200,109980,162655,161858,2,2017-10-03 00:37:33.397,4,3,2,1,2,281.397,1
201,127136,156560,160974,2,2017-10-03 13:32:03.540,4,3,20,1,2,95.54,1
202,127136,156560,162765,2,2017-10-03 13:32:03.540,4,3,20,1,2,95.54,1
203,127136,156560,161100,2,2017-10-03 13:32:03.540,4,3,20,1,2,95.54,1
204,96940,160132,161100,2,2017-10-04 08:58:56.037,4,4,20,1,2,108.037,1
205,96940,160132,158536,2,2017-10-04 08:58:56.037,4,4,20,1,2,108.037,1
206,96940,160132,160131,2,2017-10-04 08:58:56.037,4,4,20,1,2,108.037,1
207,109584,158536,157541,2,2017-10-03 00:26:50.486,4,3,20,10,2,107.486,1
208,109584,158536,162338,2,2017-10-03 00:26:50.486,4,3,20,10,2,107.486,1
209,109584,158536,160132,2,2017-10-03 00:26:50.486,4,3,20,10,2,107.486,1
210,130789,199197,199198,5,2017-10-03 15:11:05.946,4,1,17,1,2,91.946,1
211,130789,199197,198610,5,2017-10-03 15:11:05.946,4,1,17,1,2,91.946,1
212,80938,158536,157541,2,2017-10-02 17:23:21.866,4,1,17,1,1,132.866,1
213,80938,158536,162338,2,2017-10-02 17:23:21.866,4,1,17,1,1,132.866,1
214,80938,158536,160132,2,2017-10-02 17:23:21.866,4,1,17,1,1,132.866,1
215,11392,96663,118683,2,2017-10-01 14:31:18.111,4,3,2,1,2,261.111,1
216,77740,285342,284547,3,2017-10-04 09:13:45.418,4,4,20,9,1,299.418,1
217,77740,285342,286161,3,2017-10-04 09:13:45.418,4,4,20,9,1,299.418,1
218,38302,284847,284845,2,2017-10-02 02:08:19.348,4,3,2,1,1,113.348,1
219,51176,160417,166338,3,2017-10-02 17:49:42.336,4,1,17,1,2,155.336,1
220,51176,160417,156963,3,2017-10-02 17:49:42.336,4,1,17,1,2,155.336,1
221,51176,160417,162765,3,2017-10-02 17:49:42.336,4,1,17,1,2,155.336,1
222,80923,160974,156560,2,2017-10-02 17:22:23.494,4,1,17,1,2,84.494,1
223,80923,160974,161100,2,2017-10-02 17:22:23.494,4,1,17,1,2,84.494,1
224,60782,158536,157541,3,2017-10-02 13:22:29.817,4,1,17,1,1,184.817,1
225,60782,158536,162338,3,2017-10-02 13:22:29.817,4,1,17,1,1,184.817,1
226,60782,158536,160132,3,2017-10-02 13:22:29.817,4,1,17,1,1,184.817,1
227,150318,285435,284452,2,2017-10-04 02:40:29.240,4,3,2,1,1,142.24,1
228,150318,285435,284474,2,2017-10-04 02:40:29.240,4,3,2,1,1,142.24,1
229,150318,285435,284547,2,2017-10-04 02:40:29.240,4,3,2,1,1,142.24,1
230,52961,160974,156560,2,2017-10-02 11:51:55.432,4,3,2,1,2,171.432,1
231,52961,160974,161100,2,2017-10-02 11:51:55.432,4,3,2,1,2,171.432,1
232,5688,207122,207129,4,2017-10-01 11:31:43.044,4,1,17,1,2,282.044,1
233,12384,160132,161100,3,2017-10-04 13:27:14.681,4,3,2,1,2,184.681,1
234,12384,160132,158536,3,2017-10-04 13:27:14.681,4,3,2,1,2,184.681,1
235,12384,160132,160131,3,2017-10-04 13:27:14.681,4,3,2,1,2,184.681,1
236,65153,160974,156560,2,2017-10-02 14:18:52.444,4,3,20,1,1,236.444,1
237,65153,160974,161100,2,2017-10-02 14:18:52.444,4,3,20,1,1,236.444,1
238,25080,202428,202338,3,2017-10-02 21:15:32.736,4,1,17,1,1,178.736,1
239,50942,313431,313006,3,2017-10-03 18:26:06.413,4,1,17,1,2,184.413,1
240,33520,162655,160974,3,2017-10-03 02:03:13.774,4,3,2,1,2,220.774,1
241,33520,162655,162338,3,2017-10-03 02:03:13.774,4,3,2,1,2,220.774,1
242,33520,162655,158082,3,2017-10-03 02:03:13.774,4,3,2,1,2,220.774,1
243,33520,162655,161858,3,2017-10-03 02:03:13.774,4,3,2,1,2,220.774,1
244,201,284463,284847,2,2017-10-01 20:32:16.689,4,3,20,1,2,275.689,1
245,20446,284847,284845,4,2017-10-01 19:12:29.343,4,1,12,1,1,300.343,1
246,84114,162296,162300,3,2017-10-04 19:59:26.457,4,3,2,1,2,80.457,1
247,85887,162655,160974,3,2017-10-02 18:43:52.370,4,1,17,1,1,282.37,1
248,85887,162655,162338,3,2017-10-02 18:43:52.370,4,1,17,1,1,282.37,1
249,85887,162655,158082,3,2017-10-02 18:43:52.370,4,1,17,1,1,282.37,1
250,85887,162655,161858,3,2017-10-02 18:43:52.370,4,1,17,1,1,282.37,1
251,57459,160974,156560,2,2017-10-02 12:38:28.433,4,1,17,1,2,124.433,1
252,57459,160974,161100,2,2017-10-02 12:38:28.433,4,1,17,1,2,124.433,1
253,56001,158536,157541,2,2017-10-02 12:22:15.877,4,1,17,1,2,162.877,1
254,56001,158536,162338,2,2017-10-02 12:22:15.877,4,1,17,1,2,162.877,1
255,56001,158536,160132,2,2017-10-02 12:22:15.877,4,1,17,1,2,162.877,1
256,4883,207122,207129,2,2017-10-01 13:50:06.481,4,1,17,1,2,100.481,1
257,127200,156560,160974,2,2017-10-03 13:34:52.697,4,4,20,1,2,159.697,1
258,127200,156560,162765,2,2017-10-03 13:34:52.697,4,4,20,1,2,159.697,1
259,127200,156560,161100,2,2017-10-03 13:34:52.697,4,4,20,1,2,159.697,1
260,102596,285342,284547,2,2017-10-03 22:59:43.230,4,3,2,1,1,217.23,1
261,102596,285342,286161,2,2017-10-03 22:59:43.230,4,3,2,1,1,217.23,1
262,83294,300470,298639,6,2017-10-02 18:02:16.386,4,1,17,1,1,125.386,1
263,83294,300470,300076,6,2017-10-02 18:02:16.386,4,1,17,1,1,125.386,1
264,1837,162765,156560,2,2017-10-02 23:20:46.990,4,1,17,1,1,102.99,1
265,1837,162765,160974,2,2017-10-02 23:20:46.990,4,1,17,1,1,102.99,1
266,1837,162765,160132,2,2017-10-02 23:20:46.990,4,1,17,1,1,102.99,1
267,96022,64329,160132,2,2017-10-03 00:06:05.277,4,4,20,1,7,222.277,1
268,15045,158536,157541,3,2017-10-04 16:57:34.944,4,3,20,1,1,144.944,1
269,15045,158536,162338,3,2017-10-04 16:57:34.944,4,3,20,1,1,144.944,1
270,15045,158536,160132,3,2017-10-04 16:57:34.944,4,3,20,1,1,144.944,1
271,84111,198820,199418,2,2017-10-04 19:28:18.158,4,1,17,1,1,174.158,1
272,84111,198820,199196,2,2017-10-04 19:28:18.158,4,1,17,1,1,174.158,1
273,82086,158536,157541,2,2017-10-02 17:41:41.923,4,1,17,1,1,88.923,1
274,82086,158536,162338,2,2017-10-02 17:41:41.923,4,1,17,1,1,88.923,1
275,82086,158536,160132,2,2017-10-02 17:41:41.923,4,1,17,1,1,88.923,1
276,22705,284847,284845,4,2017-10-02 20:35:28.681,4,1,17,1,1,152.681,1
277,121073,161100,162338,2,2017-10-04 10:38:02.701,4,3,20,1,2,169.701,1
278,121073,161100,159034,2,2017-10-04 10:38:02.701,4,3,20,1,2,169.701,1
279,45744,162655,160974,2,2017-10-02 18:50:09.850,4,1,17,1,1,110.85,1
280,45744,162655,162338,2,2017-10-02 18:50:09.850,4,1,17,1,1,110.85,1
281,45744,162655,158082,2,2017-10-02 18:50:09.850,4,1,17,1,1,110.85,1
282,45744,162655,161858,2,2017-10-02 18:50:09.850,4,1,17,1,1,110.85,1
283,49323,162655,160974,3,2017-10-02 11:20:21.168,4,1,17,1,1,268.168,1
284,49323,162655,162338,3,2017-10-02 11:20:21.168,4,1,17,1,1,268.168,1
285,49323,162655,158082,3,2017-10-02 11:20:21.168,4,1,17,1,1,268.168,1
286,49323,162655,161858,3,2017-10-02 11:20:21.168,4,1,17,1,1,268.168,1
287,74295,156560,160974,3,2017-10-03 16:03:35.483,4,3,20,1,2,90.483,1
288,74295,156560,162765,3,2017-10-03 16:03:35.483,4,3,20,1,2,90.483,1
289,74295,156560,161100,3,2017-10-03 16:03:35.483,4,3,20,1,2,90.483,1
290,62192,160974,156560,2,2017-10-02 18:54:02.628,4,1,17,1,1,94.628,1
291,62192,160974,161100,2,2017-10-02 18:54:02.628,4,1,17,1,1,94.628,1
292,64062,284622,285023,2,2017-10-02 15:28:49.788,4,1,17,1,2,99.788,1
293,88544,199197,199198,2,2017-10-03 16:20:09.659,4,1,17,1,2,229.659,1
294,88544,199197,198610,2,2017-10-03 16:20:09.659,4,1,17,1,2,229.659,1
295,150990,208145,208155,3,2017-10-05 03:13:01.697,4,3,20,1,1,194.697,1
296,147004,199197,199198,2,2017-10-03 23:07:01.945,4,1,17,1,2,300.945,1
297,147004,199197,198610,2,2017-10-03 23:07:01.945,4,1,17,1,2,300.945,1
298,83037,156808,156624,11,2017-10-02 17:56:43.786,4,1,17,1,2,85.786,1
299,83037,156808,161100,11,2017-10-02 17:56:43.786,4,1,17,1,2,85.786,1
300,83037,156808,158536,11,2017-10-02 17:56:43.786,4,1,17,1,2,85.786,1
301,66329,158536,157541,3,2017-10-02 14:34:07.340,4,1,17,1,1,250.34,1
302,66329,158536,162338,3,2017-10-02 14:34:07.340,4,1,17,1,1,250.34,1
303,66329,158536,160132,3,2017-10-02 14:34:07.340,4,1,17,1,1,250.34,1
304,1006,284547,285342,2,2017-10-04 01:41:42.628,4,3,2,1,2,147.628,1
305,1006,284547,285435,2,2017-10-04 01:41:42.628,4,3,2,1,2,147.628,1
306,1006,284547,286161,2,2017-10-04 01:41:42.628,4,3,2,1,2,147.628,1
307,62800,159034,157541,3,2017-10-02 13:46:23.407,4,1,17,1,2,87.407,1
308,20958,64329,160132,2,2017-10-03 01:44:24.980,4,3,2,1,2,94.98,1
309,25404,159762,162338,2,2017-10-05 03:35:42.524,4,1,17,1,1,304.524,1
310,25404,159762,158536,2,2017-10-05 03:35:42.524,4,1,17,1,1,304.524,1
311,41070,158536,157541,4,2017-10-03 18:41:24.237,4,3,2,1,1,238.237,1
312,41070,158536,162338,4,2017-10-03 18:41:24.237,4,3,2,1,1,238.237,1
313,41070,158536,160132,4,2017-10-03 18:41:24.237,4,3,2,1,1,238.237,1
314,66379,162655,160974,3,2017-10-02 19:08:30.151,4,1,17,1,2,99.151,1
